origin,dest,passengers,distancemiles,origin_name,origin_cbsa,origin_cbsa_name,dest_name,dest_cbsa,dest_cbsa_name
BZN,FAT,10,764,Bozeman Yellowstone International,14580,"Bozeman, MT",Fresno Yosemite International,23420,"Fresno, CA"
CVG,OAK,80,2026,Cincinnati/Northern Kentucky International,17140,"Cincinnati, OH-KY-IN",Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA"
PSP,LGA,80,2373,Palm Springs International,40140,"Riverside-San Bernardino-Ontario, CA",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
RDU,PDX,90,2363,Raleigh-Durham International,39580,"Raleigh-Cary, NC",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
SFO,CVG,20,2036,San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA",Cincinnati/Northern Kentucky International,17140,"Cincinnati, OH-KY-IN"
OMA,ISP,10,1188,Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA",Long Island MacArthur,35620,"New York-Newark-Jersey City, NY-NJ-PA"
RIC,SMF,220,2391,Richmond International,40060,"Richmond, VA",Sacramento International,40900,"Sacramento-Roseville-Folsom, CA"
SBA,IND,200,1878,Santa Barbara Municipal,42200,"Santa Maria-Santa Barbara, CA",Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN"
DSM,TPA,460,1127,Des Moines International,19780,"Des Moines-West Des Moines, IA",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
PDX,CHS,30,2411,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",Charleston AFB/International,16700,"Charleston-North Charleston, SC"
BHM,BUR,500,1810,Birmingham-Shuttlesworth International,13820,"Birmingham-Hoover, AL",Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA"
LAS,ALB,2570,2237,McCarran International,29820,"Las Vegas-Henderson-Paradise, NV",Albany International,10580,"Albany-Schenectady-Troy, NY"
LGA,OAK,90,2569,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA"
MIA,ELP,710,1631,Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",El Paso International,21340,"El Paso, TX"
MSP,BUR,290,1523,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA"
MSY,PDX,110,2050,Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
PNS,ISP,30,1063,Pensacola Gulf Coast Regional,37860,"Pensacola-Ferry Pass-Brent, FL",Long Island MacArthur,35620,"New York-Newark-Jersey City, NY-NJ-PA"
RNO,LGA,130,2404,Reno/Tahoe International,39900,"Reno, NV",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
SEA,PVD,90,2496,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Theodore Francis Green State,39300,"Providence-Warwick, RI-MA"
SMF,ORF,150,2462,Sacramento International,40900,"Sacramento-Roseville-Folsom, CA",Norfolk International,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
SRQ,ISP,160,1069,Sarasota/Bradenton International,35840,"North Port-Sarasota-Bradenton, FL",Long Island MacArthur,35620,"New York-Newark-Jersey City, NY-NJ-PA"
ABQ,GRR,20,1253,Albuquerque International Sunport,10740,"Albuquerque, NM",Gerald R. Ford International,24340,"Grand Rapids-Kentwood, MI"
ABQ,PIT,40,1486,Albuquerque International Sunport,10740,"Albuquerque, NM",Pittsburgh International,38300,"Pittsburgh, PA"
AMA,BHM,10,861,Rick Husband Amarillo International,11100,"Amarillo, TX",Birmingham-Shuttlesworth International,13820,"Birmingham-Hoover, AL"
ATL,MAF,140,1040,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Midland International Air and Space Port,33260,"Midland, TX"
AUS,BUF,310,1366,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY"
BDL,TUS,360,2200,Bradley International,25540,"Hartford-East Hartford-Middletown, CT",Tucson International,46060,"Tucson, AZ"
BUF,PBI,40,1123,Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY",Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
BUR,IAH,320,1378,Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
COS,AUS,80,716,City of Colorado Springs Municipal,17820,"Colorado Springs, CO",Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX"
COS,BUR,570,823,City of Colorado Springs Municipal,17820,"Colorado Springs, CO",Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA"
COS,RSW,80,1575,City of Colorado Springs Municipal,17820,"Colorado Springs, CO",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
ECP,SEA,70,2264,Northwest Florida Beaches International,37460,"Panama City, FL",Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA"
ELP,ONT,570,670,El Paso International,21340,"El Paso, TX",Ontario International,40140,"Riverside-San Bernardino-Ontario, CA"
FAT,RDU,40,2267,Fresno Yosemite International,23420,"Fresno, CA",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
ICT,FLL,100,1288,Wichita Mid-Continent,48620,"Wichita, KS",Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
LBB,RNO,90,1074,Lubbock Preston Smith International,31180,"Lubbock, TX",Reno/Tahoe International,39900,"Reno, NV"
MAF,DCA,170,1492,Midland International Air and Space Port,33260,"Midland, TX",Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
MKE,SMF,180,1778,General Mitchell International,33340,"Milwaukee-Waukesha, WI",Sacramento International,40900,"Sacramento-Roseville-Folsom, CA"
MSP,BUF,14170,735,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY"
OAK,TUL,80,1456,Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA",Tulsa International,46140,"Tulsa, OK"
OKC,MHT,20,1491,Will Rogers World,36420,"Oklahoma City, OK",Manchester-Boston Regional,31700,"Manchester-Nashua, NH"
OKC,PDX,60,1484,Will Rogers World,36420,"Oklahoma City, OK",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
OMA,COS,50,497,Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA",City of Colorado Springs Municipal,17820,"Colorado Springs, CO"
ONT,RSW,80,2192,Ontario International,40140,"Riverside-San Bernardino-Ontario, CA",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
PVD,OKC,120,1477,Theodore Francis Green State,39300,"Providence-Warwick, RI-MA",Will Rogers World,36420,"Oklahoma City, OK"
RSW,OKC,250,1119,Southwest Florida International,15980,"Cape Coral-Fort Myers, FL",Will Rogers World,36420,"Oklahoma City, OK"
SAN,SRQ,20,2098,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",Sarasota/Bradenton International,35840,"North Port-Sarasota-Bradenton, FL"
SAT,ECP,100,762,San Antonio International,41700,"San Antonio-New Braunfels, TX",Northwest Florida Beaches International,37460,"Panama City, FL"
SBA,CMH,90,2059,Santa Barbara Municipal,42200,"Santa Maria-Santa Barbara, CA",John Glenn Columbus International,18140,"Columbus, OH"
SDF,SRQ,220,765,Louisville Muhammad Ali International,31140,"Louisville/Jefferson County, KY-IN",Sarasota/Bradenton International,35840,"North Port-Sarasota-Bradenton, FL"
BOS,HDN,2690,1871,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Yampa Valley,44460,"Steamboat Springs, CO"
MSO,SFO,6510,769,Missoula International,33540,"Missoula, MT",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
BOS,BZN,5760,1991,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Bozeman Yellowstone International,14580,"Bozeman, MT"
SAN,ICT,220,1166,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",Wichita Mid-Continent,48620,"Wichita, KS"
ABQ,ALB,280,1834,Albuquerque International Sunport,10740,"Albuquerque, NM",Albany International,10580,"Albany-Schenectady-Troy, NY"
ELP,CHS,80,1538,El Paso International,21340,"El Paso, TX",Charleston AFB/International,16700,"Charleston-North Charleston, SC"
IND,PVD,40,792,Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN",Theodore Francis Green State,39300,"Providence-Warwick, RI-MA"
MSY,RNO,580,1792,Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA",Reno/Tahoe International,39900,"Reno, NV"
OMA,SMF,1100,1370,Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA",Sacramento International,40900,"Sacramento-Roseville-Folsom, CA"
PBI,LAS,340,2158,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
PDX,MSY,570,2050,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
PIT,TUS,50,1798,Pittsburgh International,38300,"Pittsburgh, PA",Tucson International,46060,"Tucson, AZ"
SJU,SJC,20,3603,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",Norman Y. Mineta San Jose International,41940,"San Jose-Sunnyvale-Santa Clara, CA"
TUL,SNA,320,1257,Tulsa International,46140,"Tulsa, OK",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
COS,MSP,360,725,City of Colorado Springs Municipal,17820,"Colorado Springs, CO",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
MSY,MEM,20,348,Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA",Memphis International,32820,"Memphis, TN-MS-AR"
AUS,VPS,4150,666,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Eglin AFB Destin Fort Walton Beach,18880,"Crestview-Fort Walton Beach-Destin, FL"
JAX,MKE,250,925,Jacksonville International,27260,"Jacksonville, FL",General Mitchell International,33340,"Milwaukee-Waukesha, WI"
STL,ONT,2040,1546,St Louis Lambert International,41180,"St. Louis, MO-IL",Ontario International,40140,"Riverside-San Bernardino-Ontario, CA"
DCA,MVY,12100,383,Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Martha's Vineyard Airport,47240,"Vineyard Haven, MA"
TPA,GRB,3470,1180,Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL",Green Bay Austin Straubel International,24580,"Green Bay, WI"
ACV,LAS,5540,591,California Redwood Coast Humboldt County,21700,"Eureka-Arcata, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
FNL,LAS,5610,628,Fort Collins-Loveland Municipal,22660,"Fort Collins, CO",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
RDD,BUR,13420,486,Redding Municipal,39820,"Redding, CA",Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA"
TUS,BUR,1110,453,Tucson International,46060,"Tucson, AZ",Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA"
MAF,MCO,1490,1271,Midland International Air and Space Port,33260,"Midland, TX",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
ACK,HPN,8300,191,Nantucket Memorial,NA,NA,Westchester County,35620,"New York-Newark-Jersey City, NY-NJ-PA"
CAK,TPA,9270,894,Akron-Canton Regional,10420,"Akron, OH",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
GSO,MCO,2150,535,Piedmont Triad International,24660,"Greensboro-High Point, NC",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
LBE,TPA,6440,866,Arnold Palmer Regional,38300,"Pittsburgh, PA",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
SAN,PIT,2050,2106,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",Pittsburgh International,38300,"Pittsburgh, PA"
BZN,BNA,70,1435,Bozeman Yellowstone International,14580,"Bozeman, MT",Nashville International,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
CHS,MSP,22480,1087,Charleston AFB/International,16700,"Charleston-North Charleston, SC",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
JAN,LGA,60,1071,Jackson Medgar Wiley Evers International,27140,"Jackson, MS",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
SJU,MKE,130,2119,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",General Mitchell International,33340,"Milwaukee-Waukesha, WI"
HNL,BOS,1040,5095,Daniel K Inouye International,46520,"Urban Honolulu, HI",Logan International,14460,"Boston-Cambridge-Newton, MA-NH"
FAT,MSY,30,1758,Fresno Yosemite International,23420,"Fresno, CA",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
PHX,ECP,520,1551,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Northwest Florida Beaches International,37460,"Panama City, FL"
PSP,BLI,130,1078,Palm Springs International,40140,"Riverside-San Bernardino-Ontario, CA",Bellingham International,13380,"Bellingham, WA"
MTJ,AUS,60,818,Montrose Regional,33940,"Montrose, CO",Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX"
BMI,TPA,990,935,Central Il Regional Airport at Bloomington,14010,"Bloomington, IL",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
DEN,BMI,10790,834,Denver International,19740,"Denver-Aurora-Lakewood, CO",Central Il Regional Airport at Bloomington,14010,"Bloomington, IL"
FSD,MCO,3570,1351,Joe Foss Field,43620,"Sioux Falls, SD",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
GRB,TPA,3730,1180,Green Bay Austin Straubel International,24580,"Green Bay, WI",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
PWM,TPA,10240,1277,Portland International Jetport,38860,"Portland-South Portland, ME",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
LGA,SMF,20,2514,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Sacramento International,40900,"Sacramento-Roseville-Folsom, CA"
MHT,SDF,50,820,Manchester-Boston Regional,31700,"Manchester-Nashua, NH",Louisville Muhammad Ali International,31140,"Louisville/Jefferson County, KY-IN"
PIT,ECP,80,765,Pittsburgh International,38300,"Pittsburgh, PA",Northwest Florida Beaches International,37460,"Panama City, FL"
SJU,ROC,180,1832,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",Greater Rochester International,40380,"Rochester, NY"
HDN,BOS,2530,1871,Yampa Valley,44460,"Steamboat Springs, CO",Logan International,14460,"Boston-Cambridge-Newton, MA-NH"
ABQ,MSY,600,1014,Albuquerque International Sunport,10740,"Albuquerque, NM",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
BOS,JAN,10,1254,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Jackson Medgar Wiley Evers International,27140,"Jackson, MS"
BUF,MSY,220,1097,Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
BZN,SAT,40,1315,Bozeman Yellowstone International,14580,"Bozeman, MT",San Antonio International,41700,"San Antonio-New Braunfels, TX"
DEN,VPS,840,1210,Denver International,19740,"Denver-Aurora-Lakewood, CO",Eglin AFB Destin Fort Walton Beach,18880,"Crestview-Fort Walton Beach-Destin, FL"
ICT,OAK,70,1355,Wichita Mid-Continent,48620,"Wichita, KS",Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA"
ICT,PSP,30,1102,Wichita Mid-Continent,48620,"Wichita, KS",Palm Springs International,40140,"Riverside-San Bernardino-Ontario, CA"
ICT,RNO,40,1213,Wichita Mid-Continent,48620,"Wichita, KS",Reno/Tahoe International,39900,"Reno, NV"
ICT,SNA,60,1179,Wichita Mid-Continent,48620,"Wichita, KS",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
MCI,BDL,360,1169,Kansas City International,28140,"Kansas City, MO-KS",Bradley International,25540,"Hartford-East Hartford-Middletown, CT"
MCI,PWM,50,1297,Kansas City International,28140,"Kansas City, MO-KS",Portland International Jetport,38860,"Portland-South Portland, ME"
MKE,AUS,530,1032,General Mitchell International,33340,"Milwaukee-Waukesha, WI",Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX"
OMA,GEG,60,1151,Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA",Spokane International,44060,"Spokane-Spokane Valley, WA"
PBI,MKE,30,1204,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",General Mitchell International,33340,"Milwaukee-Waukesha, WI"
PHX,JAN,520,1276,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Jackson Medgar Wiley Evers International,27140,"Jackson, MS"
ROC,HOU,150,1346,Greater Rochester International,40380,"Rochester, NY",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
SAT,GSP,240,1020,San Antonio International,41700,"San Antonio-New Braunfels, TX",Greenville-Spartanburg International,43900,"Spartanburg, SC"
SAT,OAK,2380,1476,San Antonio International,41700,"San Antonio-New Braunfels, TX",Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA"
SFO,LBB,80,1186,San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA",Lubbock Preston Smith International,31180,"Lubbock, TX"
SYR,AUS,380,1485,Syracuse Hancock International,45060,"Syracuse, NY",Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX"
TUS,MCI,960,1036,Tucson International,46060,"Tucson, AZ",Kansas City International,28140,"Kansas City, MO-KS"
DCA,ELP,1520,1719,Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",El Paso International,21340,"El Paso, TX"
ALB,SAN,630,2445,Albany International,10580,"Albany-Schenectady-Troy, NY",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
BZN,HOU,240,1406,Bozeman Yellowstone International,14580,"Bozeman, MT",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
MSP,STT,2860,2449,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Cyril E King,NA,NA
FLL,ELP,110,1633,Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",El Paso International,21340,"El Paso, TX"
STT,MSP,2550,2449,Cyril E King,NA,NA,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
SJU,SAN,10,3310,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
LAX,MTJ,1770,666,Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA",Montrose Regional,33940,"Montrose, CO"
TPA,GSP,1010,477,Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL",Greenville-Spartanburg International,43900,"Spartanburg, SC"
CID,MCO,3690,1097,The Eastern Iowa,16300,"Cedar Rapids, IA",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
SWF,TPA,16810,1047,New York Stewart International,39100,"Poughkeepsie-Newburgh-Middletown, NY",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
CHS,PHX,150,1846,Charleston AFB/International,16700,"Charleston-North Charleston, SC",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
MCI,RDU,1360,904,Kansas City International,28140,"Kansas City, MO-KS",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
CLE,MSY,6730,917,Cleveland-Hopkins International,17460,"Cleveland-Elyria, OH",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
CVG,SAT,230,1024,Cincinnati/Northern Kentucky International,17140,"Cincinnati, OH-KY-IN",San Antonio International,41700,"San Antonio-New Braunfels, TX"
